Municipality,Charging_stations
Torlengua,0
Tormantos,0
Tormellas,0
Tormos,0
Tormón,0
Tornabous,0
Tornadizos De Ávila,0
Tornavacas,0
Tornos,0
Toro,0
Torquemada,1
Torralba,0
Torralba De Aragón,0
Torralba De Calatrava,0
Torralba De Los Frailes,0
Torralba De Los Sisones,0
Torralba De Oropesa,0
Torralba De Ribota,0
Torralba Del Pinar,0
Torralba Del Río,0
Torralbilla,0
Torre Alháquime,0
Torre De Arcas,0
Torre De Don Miguel,0
Torre De Esgueva,0
Torre De Juan Abad,0
Torre De Las Arcas,0
Torre De Miguel Sesmero,0
Torre De Peñafiel,0
Torre De Santa María,0
Torre Del Bierzo,0
Torre Del Burgo,0
Torre Del Compte,0
Torre En Cameros,0
Torre La Ribera,0
Torre Los Negros,0
Torre Val De San Pedro,0
Torre-Cardela,0
Torre-Pacheco,1
Torre-Serona,0
Torreadrada,0
Torrebaja,0
Torrebesses,0
Torreblacos,0
Torreblanca,0
Torreblascopedro,0
Torrecaballeros,0
Torrecampo,0
Torrechiva,0
Torrecilla De Alcañiz,0
Torrecilla De La Abadesa,0
Torrecilla De La Jara,0
Torrecilla De La Orden,0
Torrecilla De La Torre,0
Torrecilla De Los Ángeles,0
Torrecilla Del Monte,0
Torrecilla Del Pinar,0
Torrecilla Del Rebollar,0
Torrecilla En Cameros,0
Torrecilla Sobre Alesanco,0
Torrecillas De La Tiesa,0
Torrecuadrada De Molina,0
Torrecuadradilla,0
Torredelcampo,0
Torredembarra,0
Torredonjimeno,0
Torrefarrera,2
Torrefeta I Florejacs,0
Torregalindo,0
Torregamones,0
Torregrossa,0
Torrehermosa,0
Torreiglesias,0
Torrejoncillo,0
Torrejoncillo Del Rey,0
Torrejón De Ardoz,7
Torrejón De La Calzada,0
Torrejón De Velasco,0
Torrejón Del Rey,0
Torrejón El Rubio,0
Torrelacárcel,0
Torrelaguna,0
Torrelameu,0
Torrelapaja,0
Torrelara,0
Torrelavega,5
Torrelavit,0
Torrella,0
Torrellas,0
Torrelles De Foix,0
Torrelles De Llobregat,0
Torrelobatón,0
Torrelodones,2
Torremayor,0
Torremejía,0
Torremenga,0
Torremocha,0
Torremocha De Jadraque,0
Torremocha De Jarama,0
Torremocha De Jiloca,0
Torremocha Del Campo,0
Torremocha Del Pinar,0
Torremochuela,0
Torremolinos,0
Torremontalbo,0
Torremormojón,0
Torrent,4
Torrente De Cinca,0
Torrenueva,0
Torrenueva Costa,0
Torreorgaz,0
Torrepadre,0
Torreperogil,1
Torrequemada,0
Torres,0
Torres De Albarracín,0
Torres De Albánchez,0
Torres De Alcanadre,0
Torres De Barbués,0
Torres De Berrellén,0
Torres De La Alameda,0
Torres De Segre,0
Torres Del Carrizal,0
Torres Del Río,0
Torres Torres,0
Torresandino,0
Torrescárcela,0
Torresmenudas,0
Torrevelilla,0
Torrevieja,1
Torrico,0
Torrijas,0
Torrijo De La Cañada,0
Torrijo Del Campo,0
Torrijos,0
Torroella De Fluvià,0
Torroella De Montgrí,4
Torroja Del Priorat,0
Torrox,0
Torrubia,0
Torrubia De Soria,0
Torrubia Del Campo,0
Torrubia Del Castillo,0
Tortellà,0
Tortosa,6
Tortuera,0
Tortuero,0
Torvizcón,0
Torà,0
Torás,0
Tosantos,0
Toses,0
Tosos,0
Tossa De Mar,1
Totalán,0
Totana,0
Totanés,0
Touro,0
Tous,0
Toén,0
Trabada,0
Trabadelo,0
Trabanca,0
Trabazos,1
Tragacete,0
Traiguera,0
Tramacastiel,0
Tramacastilla,0
Tramaced,0
Trasierra,0
Trasmiras,0
Trasmoz,0
Trasobares,0
Traspinedo,0
Trazo,0
Traíd,0
Trebujena,0
Trefacio,0
Tremedal De Tormes,0
Tremp,2
Tres Cantos,1
Trescasas,0
Tresjuncos,0
Trespaderne,0
Tresviso,0
Treviana,0
Trevélez,0
Triacastela,0
Tribaldos,0
Tricio,0
Trigueros,0
Trigueros Del Valle,0
Trijueque,0
Trillo,0
Triollo,0
Tronchón,0
Truchas,0
Trucios-Turtzioz,0
Trujillanos,0
Trujillo,0
Trévago,0
Tubilla Del Agua,0
Tubilla Del Lago,0
Tudanca,0
Tudela,1
Tudela De Duero,0
Tudelilla,0
Tui,0
Tuineje,0
Tulebras,0
Turcia,0
Turleque,0
Turre,0
Turrillas,0
Turégano,0
Turís,0
Turón,0
Tuéjar,0
Tàrbena,0
Tàrrega,3
Tábara,0
Táliga,0
Támara De Campos,0
Tébar,0
Térmens,1
Tías,0
Tíjola,0
Tírig,0
Tírvia,0
Tórtola De Henares,0
Tórtoles,0
Tórtoles De Esgueva,0
Ubide,0
Ubrique,0
Ucar,0
Uceda,0
Ucero,0
Uclés,0
Udías,0
Ugao-Miraballes,0
Ugena,0
Ugíjar,0
Uharte Arakil,0
Ujados,0
Ujué/Uxue,0
Ulea,0
Uleila Del Campo,0
Ullastrell,0
Ullastret,0
Ulldecona,2
Ulldemolins,0
Ullà,0
Ultramort,0
Ultzama,1
Umbrete,0
Umbrías,0
Uncastillo,0
Unciti,0
Undués De Lerda,0
Unzué/Untzue,0
Urda,0
Urdazubi/Urdax,0
Urdiain,0
Urdiales Del Páramo,0
Urduliz,0
Urduña/Orduña,1
Urkabustaiz,0
Urnieta,0
Urones De Castroponce,0
Urraul Alto,0
Urraul Bajo,0
Urrea De Gaén,0
Urrea De Jalón,0
Urretxu,0
Urriés,0
Urroz,0
Urroz-Villa,0
Urrácal,0
Urueña,0
Urueñas,0
Uruñuela,0
Urzainqui/Urzainki,0
Urús,0
Usagre,0
Used,0
Usurbil,0
Utande,0
Utebo,0
Uterga,0
Utiel,1
Utrera,0
Utrillas,0
Uztárroz/Uztarroze,0
Uña,0
Uña De Quintana,0
Vacarisses,1
Vadillo,0
Vadillo De La Guareña,0
Vadillo De La Sierra,0
Vadocondes,0
Val De San Lorenzo,0
Val De San Martín,0
Val De San Vicente,1
Val Do Dubra,0
Valacloche,0
Valbona,0
Valbuena De Duero,3
Valbuena De Pisuerga,0
Valcabado,0
Valdaracete,0
Valdarachas,0
Valdastillas,0
Valde-Ucieza,0
Valdealgorfa,0
Valdeande,0
Valdearcos De La Vega,0
Valdearenas,0
Valdeavellano,0
Valdeavellano De Tera,0
Valdeavero,0
Valdeaveruelo,0
Valdecaballeros,0
Valdecarros,0
Valdecasa,0
Valdecañas De Tajo,0
Valdeconcha,0
Valdecuenca,0
Valdefinjas,0
Valdefresno,0
Valdefuentes,0
Valdefuentes De Sangusín,0
Valdefuentes Del Páramo,0
Valdeganga,0
Valdegeña,0
Valdegovía/Gaubea,0
Valdegrudas,0
Valdehijaderos,0
Valdehorna,0
Valdehúncar,0
Valdelacalzada,0
Valdelacasa,0
Valdelacasa De Tajo,0
Valdelageve,0
Valdelagua Del Cerro,0
Valdelaguna,0
Valdelarco,0
Valdelcubo,0
Valdelinares,0
Valdelosa,0
Valdeltormo,0
Valdelugueros,0
Valdemadera,0
Valdemaluque,0
Valdemanco,0
Valdemanco Del Esteras,0
Valdemaqueda,0
Valdemeca,0
Valdemierque,0
Valdemora,0
Valdemorales,0
Valdemorillo,1
Valdemorillo De La Sierra,0
Valdemoro,0
Valdemoro-Sierra,0
Valdenebro,0
Valdenebro De Los Valles,0
Valdenuño Fernández,0
Valdeobispo,1
Valdeolea,0
Valdeolivas,0
Valdeolmillos,0
Valdeolmos-Alalpardo,0
Valdepeñas,0
Valdepeñas De Jaén,0
Valdepeñas De La Sierra,0
Valdepiélago,0
Valdepiélagos,0
Valdepolo,0
Valdeprado,0
Valdeprado Del Río,0
Valdeprados,0
Valderas,0
Valderrebollo,0
Valderredible,0
Valderrey,0
Valderrobres,1
Valderrodilla,0
Valderrodrigo,0
Valderrubio,0
Valderrueda,0
Valderrábano,0
Valdesamario,0
Valdescorriel,0
Valdesotos,0
Valdestillas,0
Valdetorres,0
Valdetorres De Jarama,0
Valdetórtola,0
Valdevacas De Montejo,0
Valdevacas Y Guijar,0
Valdeverdeja,0
Valdevimbre,0
Valdezate,0
Valdilecha,0
Valdorros,0
Valdoviño,0
Valdunciel,0
Valdunquillo,0
Valdáliga,0
Valdés,0
Valencia De Alcántara,0
Valencia De Don Juan,0
Valencia De Las Torres,0
Valencia Del Mombuey,0
Valencia Del Ventoso,0
Valencina De La Concepción,0
Valenzuela,0
Valenzuela De Calatrava,0
Valero,0
Valfarta,1
Valfermoso De Tajuña,0
Valga,0
Valgañón,0
Valhermoso,0
Valhermoso De La Fuente,0
Valjunquera,0
Vall D'Alba,0
Vall De Almonacid,0
Vall De Cardós,1
Vall-Llobrega,0
Vallada,0
Valladolid,32
Vallanca,0
Vallarta De Bureba,0
Vallat,0
Vallbona D'Anoia,0
Vallbona De Les Monges,0
Vallcebre,0
Vallclara,0
Valldemossa,2
Valle De Abdalajís,0
Valle De Bardají,0
Valle De Cerrato,0
Valle De Egüés/Eguesibar,2
Valle De Hecho,0
Valle De La Serena,0
Valle De Las Navas,0
Valle De Las Venadas,0
Valle De Lierp,0
Valle De Losa,0
Valle De Manzanedo,0
Valle De Matamoros,0
Valle De Mena,1
Valle De Oca,0
Valle De Ollo/Ollaran,0
Valle De Santa Ana,0
Valle De Santibáñez,0
Valle De Sedano,0
Valle De Tabladillo,0
Valle De Tobalina,0
Valle De Trápaga-Trapagaran,0
Valle De Valdebezana,0
Valle De Valdelaguna,0
Valle De Valdelucio,0
Valle De Villaverde,0
Valle De Yerri/Deierri,0
Valle De Zamanzas,0
Valle Del Retortillo,0
Valle Del Zalabí,0
Valle Gran Rey,0
Vallecillo,0
Vallehermoso,0
Vallejera,0
Vallejera De Riofrío,0
Vallelado,0
Valleruela De Pedraza,0
Valleruela De Sepúlveda,0
Valles De Palenzuela,0
Vallesa De La Guareña,0
Valleseco,0
Vallfogona De Balaguer,0
Vallfogona De Ripollès,0
Vallfogona De Riucorb,0
Vallgorguina,0
Vallibona,2
Vallirana,0
Vallmoll,0
Vallromanes,1
Valls,3
Valluércanes,0
Vallés,0
Valmadrid,0
Valmala,0
Valmojado,0
Valoria La Buena,0
Valpalmas,0
Valsalabroso,0
Valsalobre,0
Valseca,0
Valsequillo,0
Valsequillo De Gran Canaria,0
Valtablado Del Río,0
Valtajeros,0
Valtiendas,0
Valtierra,0
Valtorres,0
Valverde,0
Valverde De Alcalá,0
Valverde De Burguillos,0
Valverde De Campos,0
Valverde De Júcar,0
Valverde De La Vera,0
Valverde De La Virgen,0
Valverde De Leganés,0
Valverde De Llerena,0
Valverde De Los Arroyos,0
Valverde De Mérida,0
Valverde De Valdelacasa,0
Valverde Del Camino,0
Valverde Del Fresno,1
Valverde Del Majano,0
Valverde-Enrique,0
Valverdejo,0
Valverdón,0
València,5
Vandellòs I L'Hospitalet De L'Infant,2
Vara De Rey,0
Veciana,0
Vecinos,0
Vedra,0
Vega De Espinareda,0
Vega De Infanzones,0
Vega De Liébana,0
Vega De Pas,0
Vega De Ruiponce,0
Vega De San Mateo,0
Vega De Santa María,0
Vega De Tera,0
Vega De Tirados,0
Vega De Valcarce,1
Vega De Valdetronco,0
Vega De Villalobos,0
Vega Del Codorno,0
Vegacervera,0
Vegadeo,0
Vegalatrave,0
Veganzones,0
Vegaquemada,0
Vegas De Matute,0
Vegas Del Condado,0
Vegas Del Genil,2
Vegaviana,0
Veguillas De La Sierra,0
Vejer De La Frontera,0
Velada,0
Velamazán,0
Velascálvaro,0
Velayos,0
Velefique,0
Velilla,0
Velilla De Cinca,0
Velilla De Ebro,0
Velilla De Jiloca,0
Velilla De La Sierra,0
Velilla De Los Ajos,0
Velilla De San Antonio,0
Velilla Del Río Carrión,0
Vellisca,0
Velliza,0
Vencillón,0
Venialbo,0
Venta De Baños,0
Venta Del Moro,0
Ventalló,0
Ventas De Huelma,0
Ventosa,0
Ventosa De La Cuesta,0
Ventosa Del Río Almar,0
Ventosilla Y Tejadilla,0
Ventrosa,0
Venturada,0
Vera,0
Vera De Moncayo,0
Verdú,0
Verea,0
Verges,0
Vertavillo,0
Verín,0
Vespella De Gaià,0
Vezdemarbán,0
Viacamp Y Litera,0
Viana,0
Viana De Cega,0
Viana De Duero,0
Viana De Jadraque,0
Viana Do Bolo,0
Viandar De La Vera,0
Vianos,0
Viator,0
Vic,4
Vicién,0
Vidayanes,0
Videmala,0
Vidreres,1
Vidrà,0
Vidángoz/Bidankoze,0
Vielha E Mijaran,0
Vierlas,0
Vigo,1
Viguera,0
Vila De Cruces,0
Vila-Real,0
Vila-Rodona,0
Vila-Sacra,0
Vila-Sana,1
Vila-Seca,1
Vilabella,0
Vilabertran,0
Vilablareix,1
Vilaboa,0
Vilada,1
Viladamat,0
Viladasens,0
Viladecans,2
Viladecavalls,0
Vilademuls,0
Viladrau,1
Vilafamés,0
Vilafant,0
Vilaflor De Chasna,0
Vilafranca De Bonany,0
Vilafranca Del Penedès,2
Vilafranca/Villafranca Del Cid,0
Vilagarcía De Arousa,0
Vilagrassa,1
Vilajuïga,0
Vilalba,0
Vilalba Dels Arcs,0
Vilalba Sasserra,0
Vilaller,0
Vilallonga De Ter,0
Vilallonga Del Camp,0
Vilallonga/Villalonga,0
Vilamacolum,0
Vilamalla,0
Vilamaniscle,0
Vilamartín De Valdeorras,0
Vilamarxant,0
Vilamarín,0
Vilamòs,0
Vilanant,0
Vilanova D'Alcolea,0
Vilanova D'Escornalbou,0
Vilanova De Arousa,0
Vilanova De Bellpuig,0
Vilanova De L'Aguda,0
Vilanova De La Barca,0
Vilanova De Meià,0
Vilanova De Prades,0
Vilanova De Sau,0
Vilanova De Segrià,0
Vilanova Del Camí,0
Vilanova Del Vallès,0
Vilanova I La Geltrú,20
Vilaplana,0
Vilar De Barrio,0
Vilar De Canes,0
Vilar De Santos,0
Vilardevós,0
Vilariño De Conso,0
Vilarmaior,0
Vilasantar,0
Vilassar De Dalt,0
Vilassar De Mar,0
Vilaverd,0
Vilaür,0
Vilches,0
Vileña,0
Villa De Mazo,0
Villa De Otura,0
Villa De Ves,0
Villa Del Campo,0
Villa Del Prado,0
Villa Del Rey,0
Villa Del Río,0
Villabaruz De Campos,0
Villabasta De Valdavia,0
Villablanca,0
Villablino,0
Villabona,0
Villabraz,0
Villabrágima,0
Villabrázaro,0
Villabuena De Álava/Eskuernaga,0
Villabuena Del Puente,0
Villabáñez,0
Villacarralón,0
Villacarriedo,0
Villacarrillo,0
Villacastín,0
Villacañas,0
Villacid De Campos,0
Villacidaler,0
Villaciervos,0
Villaco,0
Villaconancio,0
Villaconejos,0
Villaconejos De Trabaque,0
Villada,0
Villadangos Del Páramo,0
Villademor De La Vega,0
Villadepera,0
Villadiego,1
Villadoz,0
Villaeles De Valdavia,0
Villaescusa,0
Villaescusa De Haro,0
Villaescusa De Roa,0
Villaescusa La Sombría,0
Villaespasa,0
Villafeliche,0
Villaferrueña,0
Villaflor,0
Villaflores,0
Villafrades De Campos,0
Villafranca,0
Villafranca De Córdoba,0
Villafranca De Duero,0
Villafranca De Ebro,0
Villafranca De La Sierra,0
Villafranca De Los Barros,2
Villafranca De Los Caballeros,0
Villafranca Del Bierzo,0
Villafranca Del Campo,0
Villafranca Montes De Oca,0
Villafrechós,0
Villafruela,0
Villafuerte,0
Villafufre,0
Villafáfila,0
Villagalijo,0
Villagarcía De Campos,0
Villagarcía De La Torre,0
Villagarcía Del Llano,0
Villagatón,0
Villageriz,0
Villagonzalo,0
Villagonzalo De Tormes,0
Villagonzalo Pedernales,2
Villagómez La Nueva,0
Villaharta,0
Villahermosa,0
Villahermosa Del Campo,0
Villahermosa Del Río,0
Villaherreros,0
Villahoz,0
Villahán,0
Villalaco,0
Villalar De Los Comuneros,0
Villalazán,0
Villalba De Duero,0
Villalba De Guardo,0
Villalba De La Lampreana,0
Villalba De La Loma,0
Villalba De La Sierra,0
Villalba De Los Alcores,0
Villalba De Los Barros,0
Villalba De Los Llanos,0
Villalba De Perejil,0
Villalba De Rioja,0
Villalba Del Alcor,0
Villalba Del Rey,0
Villalbarba,0
Villalbilla,0
Villalbilla De Burgos,0
Villalbilla De Gumiel,0
Villalcampo,0
Villalcázar De Sirga,0
Villalcón,0
Villaldemiro,0
Villalengua,0
Villalgordo Del Júcar,0
Villalgordo Del Marquesado,0
Villalmanzo,0
Villalobar De Rioja,0
Villalobos,0
Villalobón,0
Villalonso,0
Villalpando,2
Villalpardo,0
Villalube,0
Villaluenga De La Sagra,0
Villaluenga De La Vega,0
Villaluenga Del Rosario,0
Villalán De Campos,0
Villalón De Campos,0
Villamalea,0
Villamalur,0
Villamandos,0
Villamanrique,0
Villamanrique De La Condesa,0
Villamanrique De Tajo,0
Villamanta,0
Villamantilla,0
Villamanín,1
Villamartín,0
Villamartín De Campos,0
Villamartín De Don Sancho,0
Villamayor,0
Villamayor De Calatrava,0
Villamayor De Campos,0
Villamayor De Gállego,0
Villamayor De Los Montes,0
Villamayor De Monjardín,0
Villamayor De Santiago,0
Villamayor De Treviño,0
Villamañán,0
Villambistia,0
Villamediana,0
Villamediana De Iregua,0
Villamedianilla,0
Villamejil,0
Villamena,0
Villameriel,0
Villamesías,0
Villamiel,0
Villamiel De La Sierra,0
Villamiel De Toledo,0
Villaminaya,0
Villamol,0
Villamontán De La Valduerna,0
Villamor De Los Escuderos,0
Villamoratiel De Las Matas,0
Villamoronta,0
Villamuelas,0
Villamuera De La Cueza,0
Villamuriel De Campos,0
Villamuriel De Cerrato,0
Villangómez,0
Villanova,0
Villanubla,0
Villanueva De Alcardete,0
Villanueva De Alcorón,0
Villanueva De Algaidas,0
Villanueva De Argaño,0
Villanueva De Argecilla,0
Villanueva De Azoague,0
Villanueva De Bogas,0
Villanueva De Cameros,0
Villanueva De Campeán,0
Villanueva De Carazo,0
Villanueva De Córdoba,0
Villanueva De Duero,0
Villanueva De Gormaz,0
Villanueva De Guadamejud,0
Villanueva De Gumiel,0
Villanueva De Gállego,2
Villanueva De Gómez,0
Villanueva De Huerva,0
Villanueva De Jiloca,0
Villanueva De La Cañada,0
Villanueva De La Concepción,0
Villanueva De La Condesa,0
Villanueva De La Fuente,0
Villanueva De La Jara,0
Villanueva De La Reina,0
Villanueva De La Serena,0
Villanueva De La Sierra,0
Villanueva De La Torre,0
Villanueva De La Vera,0
Villanueva De Las Cruces,0
Villanueva De Las Manzanas,0
Villanueva De Las Peras,0
Villanueva De Las Torres,0
Villanueva De Los Caballeros,0
Villanueva De Los Castillejos,0
Villanueva De Los Infantes,0
Villanueva De Oscos,0
Villanueva De Perales,0
Villanueva De San Carlos,0
Villanueva De San Juan,0
Villanueva De San Mancio,0
Villanueva De Sigena,0
Villanueva De Tapia,0
Villanueva De Teba,0
Villanueva De Viver,0
Villanueva De Ávila,0
Villanueva Del Aceral,0
Villanueva Del Ariscal,0
Villanueva Del Arzobispo,0
Villanueva Del Campillo,0
Villanueva Del Campo,0
Villanueva Del Conde,0
Villanueva Del Duque,0
Villanueva Del Fresno,0
Villanueva Del Pardillo,0
Villanueva Del Rebollar,0
Villanueva Del Rebollar De La Sierra,0
Villanueva Del Rey,0
Villanueva Del Rosario,0
Villanueva Del Río Segura,0
Villanueva Del Río Y Minas,0
Villanueva Del Trabuco,0
Villanueva Mesía,0
Villanuño De Valdavia,0
Villanázar,0
Villanúa,0
Villaobispo De Otero,0
Villaornate Y Castro,0
Villapalacios,0
Villaprovedo,0
Villaquejida,0
Villaquilambre,0
Villaquirán De La Puebla,0
Villaquirán De Los Infantes,0
Villar De Argañán,0
Villar De Cañas,0
Villar De Ciervo,0
Villar De Corneja,0
Villar De Domingo García,0
Villar De Fallaves,0
Villar De Gallimazo,0
Villar De La Encina,0
Villar De La Yegua,0
Villar De Los Navarros,0
Villar De Olalla,0
Villar De Peralonso,0
Villar De Plasencia,0
Villar De Rena,0
Villar De Samaniego,0
Villar De Torre,0
Villar Del Ala,0
Villar Del Arzobispo,0
Villar Del Buey,0
Villar Del Campo,0
Villar Del Cobo,0
Villar Del Humo,0
Villar Del Infantado,0
Villar Del Olmo,0
Villar Del Pedroso,0
Villar Del Pozo,0
Villar Del Rey,0
Villar Del Río,0
Villar Del Salz,0
Villar Y Velasco,0
Villaralbo,0
Villaralto,0
Villarcayo De Merindad De Castilla La Vieja,2
Villardeciervos,0
Villardefrades,0
Villardiegua De La Ribera,0
Villardompardo,0
Villardondiego,0
Villarejo,0
Villarejo De Fuentes,0
Villarejo De La Peñuela,0
Villarejo De Montalbán,0
Villarejo De Salvanés,0
Villarejo De Órbigo,0
Villarejo Del Valle,0
Villarejo-Periesteban,0
Villares De Jadraque,0
Villares De La Reina,0
Villares De Yeltes,0
Villares De Órbigo,0
Villares Del Saz,0
Villargordo Del Cabriel,1
Villariezo,0
Villarino De Los Aires,0
Villarluengo,0
Villarmayor,0
Villarmentero De Campos,0
Villarmentero De Esgueva,0
Villarmuerto,0
Villarquemado,0
Villarrabé,0
Villarramiel,0
Villarrasa,0
Villarreal De Huerva,0
Villarrobledo,0
Villarrodrigo,0
Villarroya,0
Villarroya De La Sierra,0
Villarroya De Los Pinares,0
Villarroya Del Campo,0
Villarrubia De Los Ojos,0
Villarrubia De Santiago,0
Villarrubio,0
Villarrín De Campos,0
Villarta,0
Villarta De Los Montes,0
Villarta De San Juan,0
Villarta-Quintana,0
Villas De La Ventosa,0
Villasabariego,0
Villasandino,0
Villasarracino,0
Villasayas,0
Villasbuenas,0
Villasbuenas De Gata,0
Villasdardo,0
Villaseca De Arciel,0
Villaseca De Henares,0
Villaseca De La Sagra,0
Villaseca De Uceda,0
Villaseco De Los Gamitos,0
Villaseco De Los Reyes,0
Villaseco Del Pan,0
Villaselán,0
Villasequilla,0
Villasexmir,0
Villasila De Valdavia,0
Villasrubias,0
Villastar,0
Villasur De Herreros,0
Villatobas,0
Villatoro,0
Villatorres,0
Villatoya,0
Villatuelda,0
Villatuerta,0
Villaturde,0
Villaturiel,0
Villaumbrales,0
Villava/Atarrabia,0
Villavaliente,0
Villavaquerín,0
Villavelayo,0
Villavellid,0
Villavendimio,0
Villaverde De Guadalimar,0
Villaverde De Guareña,0
Villaverde De Medina,0
Villaverde De Montejo,0
Villaverde De Rioja,0
Villaverde De Íscar,0
Villaverde Del Monte,0
Villaverde Del Río,0
Villaverde Y Pasaconsol,0
Villaverde-Mogina,0
Villaveza De Valverde,0
Villaveza Del Agua,0
Villavicencio De Los Caballeros,0
Villaviciosa,2
Villaviciosa De Córdoba,0
Villaviciosa De Odón,0
Villavieja De Yeltes,0
Villavieja Del Lozoya,0
Villaviudas,0
Villayerno Morquillas,0
Villayón,0
Villazala,0
Villazanzo De Valderaduey,0
Villazopeque,0
Villegas,0
Villeguillo,0
Villel,0
Villel De Mesa,0
Villena,0
Villerías De Campos,0
Villodre,0
Villodrigo,0
Villoldo,0
Villores,0
Villoria,0
Villoruebo,0
Villoruela,0
Villoslada De Cameros,0
Villota Del Páramo,0
Villovieco,0
Villán De Tordesillas,0
Villárdiga,0
Vilobí D'Onyar,1
Vilobí Del Penedès,0
Vilopriu,0
Viloria,0
Viloria De Rioja,0
Vilvestre,0
Vilviestre Del Pinar,0
Vimbodí I Poblet,0
Vimianzo,0
Vinaceite,0
Vinaixa,0
Vinalesa,0
Vinaròs,0
Vindel,0
Vinebre,0
Viniegra De Abajo,0
Viniegra De Arriba,0
Vinuesa,0
Vinyols I Els Arcs,0
Visiedo,0
Viso Del Marqués,0
Vistabella,0
Vistabella Del Maestrat,1
Vita,0
Vitigudino,0
Vitoria-Gasteiz,5
Viveiro,0
Vivel Del Río Martín,0
Viver,0
Viver I Serrateix,0
Viveros,0
Vizcaínos,0
Vizmanos,0
Viñas,0
Viñegra De Moraña,0
Viñuela,0
Viñuelas,0
Voto,0
Vozmediano,0
Válor,0
Vélez De Benaudalla,0
Vélez-Blanco,0
Vélez-Málaga,2
Vélez-Rubio,0
Vícar,0
Víllora,0
Víznar,0
Wamba,0
Xaló,0
Xeraco,0
Xeresa,0
Xermade,0
Xert,0
Xerta,1
Xinzo De Limia,0
Xirivella,0
Xixona/Jijona,0
Xodos/Chodos,0
Xove,0
Xunqueira De Ambía,0
Xunqueira De Espadanedo,0
Xàbia/Jávea,2
Xàtiva,0
Yaiza,0
Yanguas,0
Yanguas De Eresma,0
Yebes,0
Yebra,0
Yebra De Basa,0
Yecla,0
Yecla De Yeltes,0
Yeles,0
Yelo,0
Yepes,0
Yernes Y Tameza,0
Yesa,0
Yeste,0
Yuncler,0
Yunclillos,0
Yuncos,0
Yunquera,0
Yunquera De Henares,0
Yátova,0
Yécora/Iekora,0
Yélamos De Abajo,0
Yélamos De Arriba,0
Yémeda,0
Yésero,0
Zabalza/Zabaltza,0
Zael,0
Zafarraya,1
Zafra,0
Zafra De Záncara,0
Zafrilla,0
Zagra,0
Zahara,0
Zahínos,0
Zaidín,0
Zalamea De La Serena,0
Zalamea La Real,0
Zaldibar,0
Zaldibia,0
Zalduondo,0
Zalla,1
Zamarra,0
Zamayón,0
Zambrana,0
Zamora,2
Zamudio,1
Zaorejas,0
Zapardiel De La Cañada,0
Zapardiel De La Ribera,0
Zaragoza,28
Zarapicos,0
Zaratamo,0
Zaratán,0
Zarautz,0
Zarra,0
Zarratón,0
Zarza De Granadilla,0
Zarza De Montánchez,0
Zarza De Tajo,0
Zarza La Mayor,0
Zarza-Capilla,0
Zarzalejo,0
Zarzosa,0
Zarzosa De Río Pisuerga,0
Zarzuela,0
Zarzuela De Jadraque,0
Zarzuela Del Monte,0
Zarzuela Del Pinar,0
Zas,0
Zazuar,0
Zeanuri,0
Zeberio,0
Zegama,0
Zerain,0
Zestoa,0
Zierbena,0
Zigoitia,0
Ziordia,0
Ziortza-Bolibar,0
Zizur Mayor/Zizur Nagusia,1
Zizurkil,0
Zorita,0
Zorita De La Frontera,0
Zorita De Los Canes,0
Zorita Del Maestrazgo,0
Zorraquín,0
Zotes Del Páramo,0
Zubieta,0
Zucaina,0
Zuera,0
Zufre,0
Zugarramurdi,0
Zuheros,0
Zuia,0
Zumaia,0
Zumarraga,0
Zurgena,0
Zuñeda,0
Zújar,0
Zúñiga,0
Àger,0
Ábalos,0
Ágreda,0
Águilas,0
Álora,0
Árchez,0
Ávila,2
Écija,0
Éjeme,0
Épila,0
Íllar,0
Íllora,0
Íscar,0
Ítrabo,0
Òdena,0
Òrrius,0
Ólvega,0
Órgiva,0
Úbeda,0
Úrbel Del Castillo,0
