Municipality,M4_raw
Torlengua,0
Tormantos,0
Tormellas,0
Tormos,2
Tormón,0
Tornabous,0
Tornadizos De Ávila,0
Tornavacas,0
Tornos,0
Toro,0
Torquemada,1
Torralba,1
Torralba De Aragón,0
Torralba De Calatrava,0
Torralba De Los Frailes,0
Torralba De Los Sisones,0
Torralba De Oropesa,0
Torralba De Ribota,0
Torralba Del Pinar,0
Torralba Del Río,1
Torralbilla,0
Torre Alháquime,0
Torre De Arcas,0
Torre De Don Miguel,0
Torre De Esgueva,0
Torre De Juan Abad,0
Torre De Las Arcas,0
Torre De Miguel Sesmero,0
Torre De Peñafiel,1
Torre De Santa María,0
Torre Del Bierzo,0
Torre Del Burgo,0
Torre Del Compte,0
Torre En Cameros,0
Torre La Ribera,0
Torre Los Negros,0
Torre Val De San Pedro,0
Torre-Cardela,0
Torre-Pacheco,4
Torre-Serona,1
Torreadrada,1
Torrebaja,1
Torrebesses,0
Torreblacos,0
Torreblanca,1
Torreblascopedro,0
Torrecaballeros,5
Torrecampo,0
Torrechiva,0
Torrecilla De Alcañiz,0
Torrecilla De La Abadesa,0
Torrecilla De La Jara,0
Torrecilla De La Orden,0
Torrecilla De La Torre,0
Torrecilla De Los Ángeles,0
Torrecilla Del Monte,0
Torrecilla Del Pinar,0
Torrecilla Del Rebollar,0
Torrecilla En Cameros,1
Torrecilla Sobre Alesanco,1
Torrecillas De La Tiesa,0
Torrecuadrada De Molina,0
Torrecuadradilla,0
Torredelcampo,0
Torredembarra,6
Torredonjimeno,0
Torrefarrera,3
Torrefeta I Florejacs,0
Torregalindo,1
Torregamones,0
Torregrossa,1
Torrehermosa,0
Torreiglesias,0
Torrejoncillo,0
Torrejoncillo Del Rey,0
Torrejón De Ardoz,137
Torrejón De La Calzada,9
Torrejón De Velasco,5
Torrejón Del Rey,5
Torrejón El Rubio,0
Torrelacárcel,1
Torrelaguna,3
Torrelameu,0
Torrelapaja,0
Torrelara,1
Torrelavega,21
Torrelavit,1
Torrella,0
Torrellas,0
Torrelles De Foix,0
Torrelles De Llobregat,13
Torrelobatón,1
Torrelodones,137
Torremayor,1
Torremejía,1
Torremenga,0
Torremocha,0
Torremocha De Jadraque,0
Torremocha De Jarama,0
Torremocha De Jiloca,0
Torremocha Del Campo,0
Torremocha Del Pinar,0
Torremochuela,0
Torremolinos,72
Torremontalbo,0
Torremormojón,1
Torrent,103
Torrente De Cinca,1
Torrenueva,0
Torrenueva Costa,1
Torreorgaz,1
Torrepadre,0
Torreperogil,1
Torrequemada,0
Torres,1
Torres De Albarracín,0
Torres De Albánchez,0
Torres De Alcanadre,1
Torres De Barbués,0
Torres De Berrellén,1
Torres De La Alameda,5
Torres De Segre,1
Torres Del Carrizal,0
Torres Del Río,1
Torres Torres,0
Torresandino,0
Torrescárcela,0
Torresmenudas,0
Torrevelilla,1
Torrevieja,188
Torrico,0
Torrijas,0
Torrijo De La Cañada,0
Torrijo Del Campo,0
Torrijos,0
Torroella De Fluvià,0
Torroella De Montgrí,13
Torroja Del Priorat,1
Torrox,27
Torrubia,0
Torrubia De Soria,0
Torrubia Del Campo,0
Torrubia Del Castillo,0
Tortellà,1
Tortosa,16
Tortuera,0
Tortuero,0
Torvizcón,0
Torà,0
Torás,1
Tosantos,1
Toses,0
Tosos,0
Tossa De Mar,6
Totalán,10
Totana,0
Totanés,1
Touro,1
Tous,0
Toén,0
Trabada,0
Trabadelo,0
Trabanca,1
Trabazos,0
Tragacete,0
Traiguera,0
Tramacastiel,0
Tramacastilla,1
Tramaced,0
Trasierra,0
Trasmiras,1
Trasmoz,0
Trasobares,0
Traspinedo,0
Trazo,4
Traíd,0
Trebujena,0
Trefacio,0
Tremedal De Tormes,0
Tremp,0
Tres Cantos,97
Trescasas,5
Tresjuncos,1
Trespaderne,3
Tresviso,0
Treviana,0
Trevélez,1
Triacastela,2
Tribaldos,0
Tricio,0
Trigueros,0
Trigueros Del Valle,0
Trijueque,0
Trillo,3
Triollo,1
Tronchón,0
Truchas,1
Trucios-Turtzioz,8
Trujillanos,0
Trujillo,0
Trévago,0
Tubilla Del Agua,2
Tubilla Del Lago,0
Tudanca,1
Tudela,31
Tudela De Duero,5
Tudelilla,0
Tui,15
Tuineje,0
Tulebras,1
Turcia,0
Turleque,1
Turre,0
Turrillas,1
Turégano,1
Turís,0
Turón,0
Tuéjar,0
Tàrbena,0
Tàrrega,3
Tábara,0
Táliga,0
Támara De Campos,0
Tébar,0
Térmens,1
Tías,0
Tíjola,0
Tírig,0
Tírvia,0
Tórtola De Henares,0
Tórtoles,0
Tórtoles De Esgueva,2
Ubide,2
Ubrique,0
Ucar,1
Uceda,0
Ucero,2
Uclés,1
Udías,2
Ugao-Miraballes,1
Ugena,0
Ugíjar,2
Uharte Arakil,1
Ujados,0
Ujué/Uxue,1
Ulea,0
Uleila Del Campo,2
Ullastrell,1
Ullastret,1
Ulldecona,3
Ulldemolins,0
Ullà,2
Ultramort,0
Ultzama,15
Umbrete,0
Umbrías,0
Uncastillo,0
Unciti,0
Undués De Lerda,0
Unzué/Untzue,1
Urda,1
Urdazubi/Urdax,0
Urdiain,2
Urdiales Del Páramo,2
Urduliz,9
Urduña/Orduña,2
Urkabustaiz,3
Urnieta,10
Urones De Castroponce,1
Urraul Alto,0
Urraul Bajo,3
Urrea De Gaén,0
Urrea De Jalón,1
Urretxu,4
Urriés,0
Urroz,0
Urroz-Villa,2
Urrácal,0
Urueña,0
Urueñas,0
Uruñuela,0
Urzainqui/Urzainki,1
Urús,0
Usagre,1
Used,0
Usurbil,5
Utande,0
Utebo,10
Uterga,0
Utiel,0
Utrera,98
Utrillas,0
Uztárroz/Uztarroze,1
Uña,0
Uña De Quintana,0
Vacarisses,3
Vadillo,0
Vadillo De La Guareña,0
Vadillo De La Sierra,0
Vadocondes,0
Val De San Lorenzo,0
Val De San Martín,2
Val De San Vicente,2
Val Do Dubra,0
Valacloche,0
Valbona,0
Valbuena De Duero,0
Valbuena De Pisuerga,0
Valcabado,2
Valdaracete,0
Valdarachas,0
Valdastillas,0
Valde-Ucieza,0
Valdealgorfa,0
Valdeande,1
Valdearcos De La Vega,1
Valdearenas,0
Valdeavellano,0
Valdeavellano De Tera,0
Valdeavero,2
Valdeaveruelo,0
Valdecaballeros,1
Valdecarros,0
Valdecasa,0
Valdecañas De Tajo,0
Valdeconcha,0
Valdecuenca,0
Valdefinjas,0
Valdefresno,0
Valdefuentes,0
Valdefuentes De Sangusín,0
Valdefuentes Del Páramo,0
Valdeganga,1
Valdegeña,0
Valdegovía/Gaubea,15
Valdegrudas,0
Valdehijaderos,0
Valdehorna,0
Valdehúncar,0
Valdelacalzada,0
Valdelacasa,0
Valdelacasa De Tajo,0
Valdelageve,0
Valdelagua Del Cerro,0
Valdelaguna,2
Valdelarco,0
Valdelcubo,0
Valdelinares,0
Valdelosa,0
Valdeltormo,0
Valdelugueros,0
Valdemadera,0
Valdemaluque,1
Valdemanco,6
Valdemanco Del Esteras,0
Valdemaqueda,10
Valdemeca,0
Valdemierque,0
Valdemora,0
Valdemorales,0
Valdemorillo,26
Valdemorillo De La Sierra,0
Valdemoro,106
Valdemoro-Sierra,0
Valdenebro,0
Valdenebro De Los Valles,0
Valdenuño Fernández,1
Valdeobispo,0
Valdeolea,1
Valdeolivas,0
Valdeolmillos,0
Valdeolmos-Alalpardo,6
Valdepeñas,1
Valdepeñas De Jaén,0
Valdepeñas De La Sierra,0
Valdepiélago,0
Valdepiélagos,0
Valdepolo,0
Valdeprado,0
Valdeprado Del Río,3
Valdeprados,0
Valderas,0
Valderrebollo,0
Valderredible,3
Valderrey,0
Valderrobres,1
Valderrodilla,0
Valderrodrigo,0
Valderrubio,6
Valderrueda,0
Valderrábano,0
Valdesamario,0
Valdescorriel,0
Valdesotos,0
Valdestillas,0
Valdetorres,1
Valdetorres De Jarama,8
Valdetórtola,0
Valdevacas De Montejo,0
Valdevacas Y Guijar,0
Valdeverdeja,0
Valdevimbre,0
Valdezate,0
Valdilecha,2
Valdorros,1
Valdoviño,30
Valdunciel,0
Valdunquillo,1
Valdáliga,6
Valdés,7
Valencia De Alcántara,11
Valencia De Don Juan,0
Valencia De Las Torres,0
Valencia Del Mombuey,1
Valencia Del Ventoso,0
Valencina De La Concepción,4
Valenzuela,0
Valenzuela De Calatrava,0
Valero,0
Valfarta,0
Valfermoso De Tajuña,0
Valga,4
Valgañón,0
Valhermoso,0
Valhermoso De La Fuente,0
Valjunquera,0
Vall D'Alba,1
Vall De Almonacid,0
Vall De Cardós,0
Vall-Llobrega,0
Vallada,0
Valladolid,546
Vallanca,0
Vallarta De Bureba,0
Vallat,0
Vallbona D'Anoia,2
Vallbona De Les Monges,0
Vallcebre,1
Vallclara,0
Valldemossa,7
Valle De Abdalajís,4
Valle De Bardají,0
Valle De Cerrato,0
Valle De Egüés/Eguesibar,22
Valle De Hecho,0
Valle De La Serena,0
Valle De Las Navas,0
Valle De Las Venadas,0
Valle De Lierp,0
Valle De Losa,6
Valle De Manzanedo,2
Valle De Matamoros,0
Valle De Mena,11
Valle De Oca,1
Valle De Ollo/Ollaran,1
Valle De Santa Ana,0
Valle De Santibáñez,1
Valle De Sedano,3
Valle De Tabladillo,0
Valle De Tobalina,1
Valle De Trápaga-Trapagaran,39
Valle De Valdebezana,4
Valle De Valdelaguna,0
Valle De Valdelucio,1
Valle De Villaverde,10
Valle De Yerri/Deierri,2
Valle De Zamanzas,0
Valle Del Retortillo,2
Valle Del Zalabí,0
Valle Gran Rey,0
Vallecillo,0
Vallehermoso,0
Vallejera,0
Vallejera De Riofrío,0
Vallelado,0
Valleruela De Pedraza,0
Valleruela De Sepúlveda,0
Valles De Palenzuela,0
Vallesa De La Guareña,0
Valleseco,0
Vallfogona De Balaguer,2
Vallfogona De Ripollès,0
Vallfogona De Riucorb,3
Vallgorguina,5
Vallibona,0
Vallirana,13
Vallmoll,0
Vallromanes,3
Valls,19
Valluércanes,0
Vallés,0
Valmadrid,0
Valmala,0
Valmojado,2
Valoria La Buena,0
Valpalmas,0
Valsalabroso,0
Valsalobre,0
Valseca,0
Valsequillo,0
Valsequillo De Gran Canaria,0
Valtablado Del Río,0
Valtajeros,0
Valtiendas,0
Valtierra,1
Valtorres,0
Valverde,0
Valverde De Alcalá,1
Valverde De Burguillos,1
Valverde De Campos,0
Valverde De Júcar,0
Valverde De La Vera,1
Valverde De La Virgen,2
Valverde De Leganés,1
Valverde De Llerena,0
Valverde De Los Arroyos,0
Valverde De Mérida,1
Valverde De Valdelacasa,0
Valverde Del Camino,1
Valverde Del Fresno,1
Valverde Del Majano,1
Valverde-Enrique,0
Valverdejo,0
Valverdón,0
València,1206
Vandellòs I L'Hospitalet De L'Infant,2
Vara De Rey,0
Veciana,0
Vecinos,1
Vedra,8
Vega De Espinareda,0
Vega De Infanzones,0
Vega De Liébana,4
Vega De Pas,3
Vega De Ruiponce,0
Vega De San Mateo,0
Vega De Santa María,0
Vega De Tera,0
Vega De Tirados,0
Vega De Valcarce,0
Vega De Valdetronco,0
Vega De Villalobos,0
Vega Del Codorno,0
Vegacervera,0
Vegadeo,1
Vegalatrave,0
Veganzones,0
Vegaquemada,0
Vegas De Matute,0
Vegas Del Condado,0
Vegas Del Genil,40
Vegaviana,0
Veguillas De La Sierra,0
Vejer De La Frontera,2
Velada,0
Velamazán,0
Velascálvaro,0
Velayos,0
Velefique,0
Velilla,0
Velilla De Cinca,0
Velilla De Ebro,0
Velilla De Jiloca,0
Velilla De La Sierra,0
Velilla De Los Ajos,0
Velilla De San Antonio,16
Velilla Del Río Carrión,2
Vellisca,0
Velliza,0
Vencillón,0
Venialbo,0
Venta De Baños,5
Venta Del Moro,0
Ventalló,0
Ventas De Huelma,8
Ventosa,0
Ventosa De La Cuesta,0
Ventosa Del Río Almar,0
Ventosilla Y Tejadilla,0
Ventrosa,0
Venturada,4
Vera,16
Vera De Moncayo,0
Verdú,0
Verea,1
Verges,2
Vertavillo,1
Verín,0
Vespella De Gaià,1
Vezdemarbán,1
Viacamp Y Litera,4
Viana,2
Viana De Cega,0
Viana De Duero,0
Viana De Jadraque,0
Viana Do Bolo,0
Viandar De La Vera,0
Vianos,0
Viator,7
Vic,84
Vicién,0
Vidayanes,0
Videmala,0
Vidreres,3
Vidrà,0
Vidángoz/Bidankoze,0
Vielha E Mijaran,19
Vierlas,0
Vigo,1123
Viguera,0
Vila De Cruces,4
Vila-Real,22
Vila-Rodona,0
Vila-Sacra,2
Vila-Sana,0
Vila-Seca,30
Vilabella,0
Vilabertran,0
Vilablareix,0
Vilaboa,8
Vilada,1
Viladamat,0
Viladasens,0
Viladecans,90
Viladecavalls,3
Vilademuls,1
Viladrau,1
Vilafamés,0
Vilafant,1
Vilaflor De Chasna,0
Vilafranca De Bonany,2
Vilafranca Del Penedès,76
Vilafranca/Villafranca Del Cid,1
Vilagarcía De Arousa,22
Vilagrassa,0
Vilajuïga,0
Vilalba,4
Vilalba Dels Arcs,0
Vilalba Sasserra,2
Vilaller,1
Vilallonga De Ter,0
Vilallonga Del Camp,0
Vilallonga/Villalonga,0
Vilamacolum,0
Vilamalla,0
Vilamaniscle,1
Vilamartín De Valdeorras,0
Vilamarxant,0
Vilamarín,2
Vilamòs,0
Vilanant,0
Vilanova D'Alcolea,0
Vilanova D'Escornalbou,0
Vilanova De Arousa,13
Vilanova De Bellpuig,1
Vilanova De L'Aguda,2
Vilanova De La Barca,2
Vilanova De Meià,0
Vilanova De Prades,0
Vilanova De Sau,0
Vilanova De Segrià,2
Vilanova Del Camí,7
Vilanova Del Vallès,2
Vilanova I La Geltrú,140
Vilaplana,1
Vilar De Barrio,0
Vilar De Canes,0
Vilar De Santos,0
Vilardevós,6
Vilariño De Conso,0
Vilarmaior,5
Vilasantar,5
Vilassar De Dalt,8
Vilassar De Mar,24
Vilaverd,0
Vilaür,0
Vilches,0
Vileña,0
Villa De Mazo,0
Villa De Otura,10
Villa De Ves,0
Villa Del Campo,0
Villa Del Prado,12
Villa Del Rey,0
Villa Del Río,1
Villabaruz De Campos,0
Villabasta De Valdavia,0
Villablanca,0
Villablino,0
Villabona,8
Villabraz,0
Villabrágima,0
Villabrázaro,1
Villabuena De Álava/Eskuernaga,2
Villabuena Del Puente,0
Villabáñez,0
Villacarralón,1
Villacarriedo,2
Villacarrillo,1
Villacastín,0
Villacañas,1
Villacid De Campos,0
Villacidaler,0
Villaciervos,0
Villaco,0
Villaconancio,0
Villaconejos,3
Villaconejos De Trabaque,0
Villada,1
Villadangos Del Páramo,0
Villademor De La Vega,0
Villadepera,1
Villadiego,1
Villadoz,0
Villaeles De Valdavia,0
Villaescusa,9
Villaescusa De Haro,0
Villaescusa De Roa,1
Villaescusa La Sombría,0
Villaespasa,0
Villafeliche,0
Villaferrueña,0
Villaflor,0
Villaflores,0
Villafrades De Campos,0
Villafranca,0
Villafranca De Córdoba,0
Villafranca De Duero,0
Villafranca De Ebro,1
Villafranca De La Sierra,0
Villafranca De Los Barros,0
Villafranca De Los Caballeros,0
Villafranca Del Bierzo,1
Villafranca Del Campo,0
Villafranca Montes De Oca,3
Villafrechós,0
Villafruela,0
Villafuerte,0
Villafufre,1
Villafáfila,0
Villagalijo,0
Villagarcía De Campos,0
Villagarcía De La Torre,0
Villagarcía Del Llano,0
Villagatón,0
Villageriz,0
Villagonzalo,0
Villagonzalo De Tormes,0
Villagonzalo Pedernales,2
Villagómez La Nueva,0
Villaharta,0
Villahermosa,0
Villahermosa Del Campo,0
Villahermosa Del Río,0
Villaherreros,0
Villahoz,1
Villahán,0
Villalaco,0
Villalar De Los Comuneros,0
Villalazán,0
Villalba De Duero,0
Villalba De Guardo,0
Villalba De La Lampreana,0
Villalba De La Loma,0
Villalba De La Sierra,1
Villalba De Los Alcores,0
Villalba De Los Barros,0
Villalba De Los Llanos,0
Villalba De Perejil,0
Villalba De Rioja,0
Villalba Del Alcor,0
Villalba Del Rey,1
Villalbarba,0
Villalbilla,39
Villalbilla De Burgos,3
Villalbilla De Gumiel,1
Villalcampo,0
Villalcázar De Sirga,0
Villalcón,0
Villaldemiro,0
Villalengua,0
Villalgordo Del Júcar,0
Villalgordo Del Marquesado,1
Villalmanzo,1
Villalobar De Rioja,0
Villalobos,0
Villalobón,0
Villalonso,0
Villalpando,0
Villalpardo,0
Villalube,1
Villaluenga De La Sagra,4
Villaluenga De La Vega,0
Villaluenga Del Rosario,1
Villalán De Campos,0
Villalón De Campos,0
Villamalea,0
Villamalur,0
Villamandos,0
Villamanrique,0
Villamanrique De La Condesa,0
Villamanrique De Tajo,1
Villamanta,5
Villamantilla,5
Villamanín,2
Villamartín,0
Villamartín De Campos,1
Villamartín De Don Sancho,0
Villamayor,11
Villamayor De Calatrava,1
Villamayor De Campos,0
Villamayor De Gállego,14
Villamayor De Los Montes,2
Villamayor De Monjardín,1
Villamayor De Santiago,0
Villamayor De Treviño,1
Villamañán,1
Villambistia,1
Villamediana,0
Villamediana De Iregua,15
Villamedianilla,0
Villamejil,0
Villamena,0
Villameriel,0
Villamesías,0
Villamiel,0
Villamiel De La Sierra,0
Villamiel De Toledo,0
Villaminaya,0
Villamol,0
Villamontán De La Valduerna,0
Villamor De Los Escuderos,0
Villamoratiel De Las Matas,0
Villamoronta,0
Villamuelas,1
Villamuera De La Cueza,0
Villamuriel De Campos,0
Villamuriel De Cerrato,4
Villangómez,2
Villanova,0
Villanubla,2
Villanueva De Alcardete,0
Villanueva De Alcorón,1
Villanueva De Algaidas,0
Villanueva De Argaño,1
Villanueva De Argecilla,0
Villanueva De Azoague,0
Villanueva De Bogas,1
Villanueva De Cameros,0
Villanueva De Campeán,0
Villanueva De Carazo,0
Villanueva De Córdoba,0
Villanueva De Duero,0
Villanueva De Gormaz,0
Villanueva De Guadamejud,0
Villanueva De Gumiel,0
Villanueva De Gállego,6
Villanueva De Gómez,0
Villanueva De Huerva,0
Villanueva De Jiloca,0
Villanueva De La Cañada,50
Villanueva De La Concepción,2
Villanueva De La Condesa,1
Villanueva De La Fuente,0
Villanueva De La Jara,0
Villanueva De La Reina,1
Villanueva De La Serena,0
Villanueva De La Sierra,0
Villanueva De La Torre,4
Villanueva De La Vera,0
Villanueva De Las Cruces,1
Villanueva De Las Manzanas,0
Villanueva De Las Peras,0
Villanueva De Las Torres,0
Villanueva De Los Caballeros,0
Villanueva De Los Castillejos,0
Villanueva De Los Infantes,0
Villanueva De Oscos,1
Villanueva De Perales,8
Villanueva De San Carlos,0
Villanueva De San Juan,0
Villanueva De San Mancio,0
Villanueva De Sigena,0
Villanueva De Tapia,0
Villanueva De Teba,0
Villanueva De Viver,0
Villanueva De Ávila,0
Villanueva Del Aceral,0
Villanueva Del Ariscal,0
Villanueva Del Arzobispo,0
Villanueva Del Campillo,0
Villanueva Del Campo,0
Villanueva Del Conde,0
Villanueva Del Duque,0
Villanueva Del Fresno,0
Villanueva Del Pardillo,23
Villanueva Del Rebollar,0
Villanueva Del Rebollar De La Sierra,0
Villanueva Del Rey,0
Villanueva Del Rosario,2
Villanueva Del Río Segura,0
Villanueva Del Río Y Minas,0
Villanueva Del Trabuco,2
Villanueva Mesía,1
Villanuño De Valdavia,0
Villanázar,0
Villanúa,3
Villaobispo De Otero,0
Villaornate Y Castro,0
Villapalacios,0
Villaprovedo,0
Villaquejida,0
Villaquilambre,21
Villaquirán De La Puebla,0
Villaquirán De Los Infantes,1
Villar De Argañán,0
Villar De Cañas,0
Villar De Ciervo,0
Villar De Corneja,1
Villar De Domingo García,0
Villar De Fallaves,0
Villar De Gallimazo,0
Villar De La Encina,0
Villar De La Yegua,0
Villar De Los Navarros,0
Villar De Olalla,0
Villar De Peralonso,1
Villar De Plasencia,0
Villar De Rena,1
Villar De Samaniego,0
Villar De Torre,0
Villar Del Ala,0
Villar Del Arzobispo,0
Villar Del Buey,1
Villar Del Campo,0
Villar Del Cobo,0
Villar Del Humo,0
Villar Del Infantado,0
Villar Del Olmo,1
Villar Del Pedroso,0
Villar Del Pozo,0
Villar Del Rey,0
Villar Del Río,0
Villar Del Salz,0
Villar Y Velasco,0
Villaralbo,0
Villaralto,0
Villarcayo De Merindad De Castilla La Vieja,6
Villardeciervos,0
Villardefrades,0
Villardiegua De La Ribera,0
Villardompardo,0
Villardondiego,0
Villarejo,0
Villarejo De Fuentes,0
Villarejo De La Peñuela,0
Villarejo De Montalbán,0
Villarejo De Salvanés,5
Villarejo De Órbigo,0
Villarejo Del Valle,0
Villarejo-Periesteban,0
Villares De Jadraque,0
Villares De La Reina,16
Villares De Yeltes,0
Villares De Órbigo,2
Villares Del Saz,0
Villargordo Del Cabriel,0
Villariezo,1
Villarino De Los Aires,1
Villarluengo,0
Villarmayor,2
Villarmentero De Campos,0
Villarmentero De Esgueva,0
Villarmuerto,0
Villarquemado,0
Villarrabé,0
Villarramiel,0
Villarrasa,1
Villarreal De Huerva,0
Villarrobledo,1
Villarrodrigo,1
Villarroya,2
Villarroya De La Sierra,0
Villarroya De Los Pinares,0
Villarroya Del Campo,0
Villarrubia De Los Ojos,0
Villarrubia De Santiago,1
Villarrubio,0
Villarrín De Campos,0
Villarta,0
Villarta De Los Montes,0
Villarta De San Juan,0
Villarta-Quintana,0
Villas De La Ventosa,0
Villasabariego,0
Villasandino,1
Villasarracino,1
Villasayas,0
Villasbuenas,1
Villasbuenas De Gata,0
Villasdardo,0
Villaseca De Arciel,0
Villaseca De Henares,0
Villaseca De La Sagra,2
Villaseca De Uceda,0
Villaseco De Los Gamitos,1
Villaseco De Los Reyes,0
Villaseco Del Pan,0
Villaselán,0
Villasequilla,1
Villasexmir,0
Villasila De Valdavia,1
Villasrubias,2
Villastar,0
Villasur De Herreros,0
Villatobas,0
Villatoro,1
Villatorres,1
Villatoya,1
Villatuelda,0
Villatuerta,6
Villaturde,1
Villaturiel,2
Villaumbrales,1
Villava/Atarrabia,14
Villavaliente,0
Villavaquerín,0
Villavelayo,0
Villavellid,0
Villavendimio,0
Villaverde De Guadalimar,2
Villaverde De Guareña,0
Villaverde De Medina,0
Villaverde De Montejo,0
Villaverde De Rioja,0
Villaverde De Íscar,0
Villaverde Del Monte,0
Villaverde Del Río,0
Villaverde Y Pasaconsol,0
Villaverde-Mogina,1
Villaveza De Valverde,0
Villaveza Del Agua,1
Villavicencio De Los Caballeros,0
Villaviciosa,31
Villaviciosa De Córdoba,0
Villaviciosa De Odón,88
Villavieja De Yeltes,0
Villavieja Del Lozoya,1
Villaviudas,0
Villayerno Morquillas,0
Villayón,0
Villazala,1
Villazanzo De Valderaduey,1
Villazopeque,0
Villegas,0
Villeguillo,0
Villel,0
Villel De Mesa,0
Villena,3
Villerías De Campos,0
Villodre,0
Villodrigo,0
Villoldo,1
Villores,0
Villoria,0
Villoruebo,0
Villoruela,0
Villoslada De Cameros,0
Villota Del Páramo,0
Villovieco,1
Villán De Tordesillas,0
Villárdiga,0
Vilobí D'Onyar,6
Vilobí Del Penedès,0
Vilopriu,1
Viloria,1
Viloria De Rioja,0
Vilvestre,1
Vilviestre Del Pinar,0
Vimbodí I Poblet,0
Vimianzo,1
Vinaceite,0
Vinaixa,2
Vinalesa,1
Vinaròs,2
Vindel,0
Vinebre,2
Viniegra De Abajo,0
Viniegra De Arriba,0
Vinuesa,0
Vinyols I Els Arcs,5
Visiedo,0
Viso Del Marqués,1
Vistabella,0
Vistabella Del Maestrat,1
Vita,0
Vitigudino,1
Vitoria-Gasteiz,418
Viveiro,29
Vivel Del Río Martín,0
Viver,1
Viver I Serrateix,0
Viveros,0
Vizcaínos,0
Vizmanos,0
Viñas,0
Viñegra De Moraña,0
Viñuela,0
Viñuelas,0
Voto,8
Vozmediano,0
Válor,1
Vélez De Benaudalla,2
Vélez-Blanco,0
Vélez-Málaga,57
Vélez-Rubio,0
Vícar,0
Víllora,0
Víznar,3
Wamba,0
Xaló,2
Xeraco,7
Xeresa,0
Xermade,4
Xert,0
Xerta,1
Xinzo De Limia,0
Xirivella,14
Xixona/Jijona,0
Xodos/Chodos,0
Xove,7
Xunqueira De Ambía,1
Xunqueira De Espadanedo,0
Xàbia/Jávea,12
Xàtiva,1
Yaiza,0
Yanguas,0
Yanguas De Eresma,0
Yebes,1
Yebra,0
Yebra De Basa,0
Yecla,2
Yecla De Yeltes,1
Yeles,2
Yelo,0
Yepes,0
Yernes Y Tameza,1
Yesa,1
Yeste,2
Yuncler,0
Yunclillos,0
Yuncos,8
Yunquera,0
Yunquera De Henares,3
Yátova,0
Yécora/Iekora,2
Yélamos De Abajo,0
Yélamos De Arriba,0
Yémeda,0
Yésero,0
Zabalza/Zabaltza,0
Zael,0
Zafarraya,1
Zafra,0
Zafra De Záncara,0
Zafrilla,0
Zagra,1
Zahara,0
Zahínos,0
Zaidín,1
Zalamea De La Serena,0
Zalamea La Real,1
Zaldibar,8
Zaldibia,0
Zalduondo,2
Zalla,33
Zamarra,0
Zamayón,0
Zambrana,3
Zamora,127
Zamudio,30
Zaorejas,1
Zapardiel De La Cañada,0
Zapardiel De La Ribera,0
Zaragoza,1052
Zarapicos,0
Zaratamo,5
Zaratán,8
Zarautz,11
Zarra,0
Zarratón,0
Zarza De Granadilla,0
Zarza De Montánchez,1
Zarza De Tajo,0
Zarza La Mayor,0
Zarza-Capilla,0
Zarzalejo,13
Zarzosa,0
Zarzosa De Río Pisuerga,0
Zarzuela,0
Zarzuela De Jadraque,0
Zarzuela Del Monte,1
Zarzuela Del Pinar,1
Zas,7
Zazuar,1
Zeanuri,12
Zeberio,0
Zegama,3
Zerain,0
Zestoa,13
Zierbena,22
Zigoitia,15
Ziordia,3
Ziortza-Bolibar,2
Zizur Mayor/Zizur Nagusia,25
Zizurkil,0
Zorita,0
Zorita De La Frontera,0
Zorita De Los Canes,0
Zorita Del Maestrazgo,0
Zorraquín,0
Zotes Del Páramo,0
Zubieta,1
Zucaina,1
Zuera,12
Zufre,0
Zugarramurdi,0
Zuheros,1
Zuia,7
Zumaia,1
Zumarraga,9
Zurgena,0
Zuñeda,0
Zújar,0
Zúñiga,2
Àger,7
Ábalos,2
Ágreda,0
Águilas,0
Álora,4
Árchez,1
Ávila,94
Écija,0
Éjeme,0
Épila,1
Íllar,0
Íllora,22
Íscar,0
Ítrabo,2
Òdena,0
Òrrius,0
Ólvega,0
Órgiva,2
Úbeda,29
Úrbel Del Castillo,0
